TwitterClassic_output_1.tsv	E0034_Easy_output_1.tsv	0.166947662
TwitterClassic_output_1.tsv	CSS_output_1.tsv	0.212547792
TwitterClassic_output_1.tsv	CC++_output_1.tsv	0.303063251
TwitterClassic_output_1.tsv	Java_output_1.tsv	0.279290004
TwitterClassic_output_1.tsv	Javascript_output_1.tsv	0.233063962
TwitterClassic_output_1.tsv	Ester_output_1.tsv	0.175639742
TwitterClassic_output_1.tsv	Python_output_1.tsv	0.32398965
CSS_output_1.tsv	CC++_output_1.tsv	0.280342995
Java_output_1.tsv	E0034_Easy_output_1.tsv	0.172213401
Java_output_1.tsv	CSS_output_1.tsv	0.262474753
Java_output_1.tsv	CC++_output_1.tsv	0.117354418
Java_output_1.tsv	Ester_output_1.tsv	0.160565303
Javascript_output_1.tsv	E0034_Easy_output_1.tsv	0.145096659
Javascript_output_1.tsv	CSS_output_1.tsv	0.19023083
Javascript_output_1.tsv	CC++_output_1.tsv	0.16529174
Javascript_output_1.tsv	Java_output_1.tsv	0.166405396
Javascript_output_1.tsv	Ester_output_1.tsv	0.155755408
Wiki_output_1.tsv	TwitterClassic_output_1.tsv	0.147808317
Wiki_output_1.tsv	CSS_output_1.tsv	0.165132907
Wiki_output_1.tsv	Java_output_1.tsv	0.216006571
Wiki_output_1.tsv	Javascript_output_1.tsv	0.165419489
Wiki_output_1.tsv	W0017_output_1.tsv	0.051893382
Wiki_output_1.tsv	W0036-01_output_1.tsv	0.056529135
Wiki_output_1.tsv	TwitterPop_output_1.tsv	0.125359919
Wiki_output_1.tsv	E0034_Easy_output_1.tsv	0.07303107
Wiki_output_1.tsv	W0015_output_1.tsv	0.075214544
Wiki_output_1.tsv	CC++_output_1.tsv	0.234805373
Wiki_output_1.tsv	W0066_output_1.tsv	0.046108486
Wiki_output_1.tsv	W0065_output_1.tsv	0.051672576
Wiki_output_1.tsv	Ester_output_1.tsv	0.063115033
Wiki_output_1.tsv	W0058_output_1.tsv	0.066042001
Wiki_output_1.tsv	Python_output_1.tsv	0.240402201
Wiki_output_1.tsv	W0057_output_1.tsv	0.059635745
W0017_output_1.tsv	TwitterClassic_output_1.tsv	0.143947243
W0017_output_1.tsv	TwitterPop_output_1.tsv	0.099869039
W0017_output_1.tsv	E0034_Easy_output_1.tsv	0.068422549
W0017_output_1.tsv	CSS_output_1.tsv	0.175519793
W0017_output_1.tsv	W0015_output_1.tsv	0.060272612
W0017_output_1.tsv	CC++_output_1.tsv	0.184328395
W0017_output_1.tsv	Java_output_1.tsv	0.17685467
W0017_output_1.tsv	Javascript_output_1.tsv	0.135081888
W0017_output_1.tsv	Ester_output_1.tsv	0.049882061
W0017_output_1.tsv	Python_output_1.tsv	0.190414315
W0036-01_output_1.tsv	TwitterClassic_output_1.tsv	0.176889158
W0036-01_output_1.tsv	TwitterPop_output_1.tsv	0.13768628
W0036-01_output_1.tsv	E0034_Easy_output_1.tsv	0.049458526
W0036-01_output_1.tsv	CSS_output_1.tsv	0.198474658
W0036-01_output_1.tsv	W0015_output_1.tsv	0.033484232
W0036-01_output_1.tsv	CC++_output_1.tsv	0.217589507
W0036-01_output_1.tsv	Java_output_1.tsv	0.174227823
W0036-01_output_1.tsv	Javascript_output_1.tsv	0.158997409
W0036-01_output_1.tsv	Ester_output_1.tsv	0.022343968
W0036-01_output_1.tsv	W0017_output_1.tsv	0.037744741
W0036-01_output_1.tsv	Python_output_1.tsv	0.211980564
TwitterPop_output_1.tsv	TwitterClassic_output_1.tsv	0.095017736
TwitterPop_output_1.tsv	E0034_Easy_output_1.tsv	0.126715898
TwitterPop_output_1.tsv	CSS_output_1.tsv	0.2168961
TwitterPop_output_1.tsv	CC++_output_1.tsv	0.277520459
TwitterPop_output_1.tsv	Java_output_1.tsv	0.243426878
TwitterPop_output_1.tsv	Javascript_output_1.tsv	0.193341073
TwitterPop_output_1.tsv	Ester_output_1.tsv	0.128967995
TwitterPop_output_1.tsv	Python_output_1.tsv	0.274794839
E0034_Easy_output_1.tsv	CSS_output_1.tsv	0.183791267
E0034_Easy_output_1.tsv	CC++_output_1.tsv	0.224178167
W0015_output_1.tsv	TwitterClassic_output_1.tsv	0.191927075
W0015_output_1.tsv	TwitterPop_output_1.tsv	0.154643215
W0015_output_1.tsv	E0034_Easy_output_1.tsv	0.057720608
W0015_output_1.tsv	CSS_output_1.tsv	0.215396404
W0015_output_1.tsv	CC++_output_1.tsv	0.171128978
W0015_output_1.tsv	Java_output_1.tsv	0.159433532
W0015_output_1.tsv	Javascript_output_1.tsv	0.170602072
W0015_output_1.tsv	Ester_output_1.tsv	0.027708713
W0015_output_1.tsv	Python_output_1.tsv	0.17265735
W0066_output_1.tsv	TwitterClassic_output_1.tsv	0.139968623
W0066_output_1.tsv	CSS_output_1.tsv	0.173893266
W0066_output_1.tsv	Java_output_1.tsv	0.201385134
W0066_output_1.tsv	Javascript_output_1.tsv	0.173105985
W0066_output_1.tsv	W0017_output_1.tsv	0.027701037
W0066_output_1.tsv	W0036-01_output_1.tsv	0.045840406
W0066_output_1.tsv	TwitterPop_output_1.tsv	0.111349031
W0066_output_1.tsv	E0034_Easy_output_1.tsv	0.071120321
W0066_output_1.tsv	W0015_output_1.tsv	0.063347578
W0066_output_1.tsv	CC++_output_1.tsv	0.23642932
W0066_output_1.tsv	W0065_output_1.tsv	0.013830767
W0066_output_1.tsv	Ester_output_1.tsv	0.056123803
W0066_output_1.tsv	W0058_output_1.tsv	0.033248859
W0066_output_1.tsv	Python_output_1.tsv	0.24106573
W0066_output_1.tsv	W0057_output_1.tsv	0.028377018
W0065_output_1.tsv	TwitterClassic_output_1.tsv	0.141687842
W0065_output_1.tsv	CSS_output_1.tsv	0.181162159
W0065_output_1.tsv	Java_output_1.tsv	0.202492374
W0065_output_1.tsv	Javascript_output_1.tsv	0.175698527
W0065_output_1.tsv	W0017_output_1.tsv	0.028735366
W0065_output_1.tsv	W0036-01_output_1.tsv	0.043466784
W0065_output_1.tsv	TwitterPop_output_1.tsv	0.10914048
W0065_output_1.tsv	E0034_Easy_output_1.tsv	0.070520908
W0065_output_1.tsv	W0015_output_1.tsv	0.060922295
W0065_output_1.tsv	CC++_output_1.tsv	0.23788568
W0065_output_1.tsv	Ester_output_1.tsv	0.053035312
W0065_output_1.tsv	W0058_output_1.tsv	0.029831998
W0065_output_1.tsv	Python_output_1.tsv	0.239479297
W0065_output_1.tsv	W0057_output_1.tsv	0.020652346
Ester_output_1.tsv	E0034_Easy_output_1.tsv	0.045276366
Ester_output_1.tsv	CSS_output_1.tsv	0.205261581
Ester_output_1.tsv	CC++_output_1.tsv	0.20288801
W0058_output_1.tsv	TwitterClassic_output_1.tsv	0.150293879
W0058_output_1.tsv	CSS_output_1.tsv	0.1928979
W0058_output_1.tsv	Java_output_1.tsv	0.183527906
