e space 0.027611570807019883
s space 0.016999226578478625
c o 0.012396216781429829
space d 0.011650284640138972
e s 0.010501491025217816
t t 0.010320728819049389
o u 0.01025892744773118
space h 0.009474756240431006
h t 0.009467887012996015
/ t 0.009453861300218167
t . 0.009447729136406995
t p 0.009398918164365685
t space 0.009380116176769341
/ / 0.009305703329938885
: / 0.009292495389673342
. c 0.009289197898897344
o / 0.009281156320855603
space # 0.008816696943174976
space l 0.008545193148998612
d e 0.008491755129580196
l e 0.008239376398560727
p s 0.008147918805842034
r space 0.00813472877440283
s : 0.007978246248291769
o n 0.007858218460736277
u r 0.007723548018419258
r e 0.007703025633462422
e n 0.007596301082129192
n space 0.007559136297360228
a n 0.006688485527713946
space s 0.006571857375413035
e r 0.006528517247310883
space p 0.006318385119290122
a space 0.005790773206428686
t e 0.005652655360875425
space a 0.005349188276787726
n t 0.005261371247622749
space @ 0.005006383876457189
i n 0.004914111524642481
l a 0.004833691155765426
space c 0.004767697339034184
i s 0.004606986653193581
space e 0.004581379744932536
m e 0.004246127704176137
t i 0.004231120541046795
a i 0.004084015929765234
n e 0.004020927188007249
a r 0.003965255788773211
v e 0.0038809106118508608
i e 0.003858100915593733
r i 0.0038470758820876804
e t 0.0038130196395598503
c e 0.00380004006058082
, space 0.0037111294379771837
s t 0.0036353682356947735
i t 0.003565352123234517
r a 0.0035387025396031928
u s 0.0035279085041229072
space m 0.003512701263819012
q u 0.0034490678654006107
space v 0.0034271015206932803
a t 0.0033976146272875277
a u 0.0033611237977384145
u space 0.003308336791241609
s e 0.003272607919334949
! space 0.0031656618552370706
r o 0.0031516342590740412
? ? 0.0031411420002346543
n s 0.00313080663904778
u e 0.003114372739975428
i r 0.0029882962025717177
a l 0.00298424329433331
t r 0.002854410283518357
m a 0.0027484277609456298
p o 0.002738279396573235
u i 0.0027177225640014303
l l 0.0027092713463494657
s u 0.0026726715237999042
space t 0.0026610226314530937
o i 0.0026597646068211725
e l 0.0026224315557533693
! ! 0.0026045448966882643
o r 0.002569985738649102
i o 0.002541713622018042
i space 0.0025177391770301004
v o 0.002510169593648478
